,title,link
81,How to turn off work thoughts during your free time,https://www.ted.com/talks/guy_winch_how_to_turn_off_work_thoughts_during_your_free_time?language=en
82,¿Como será el cine del futuro?,https://www.ted.com/talks/diego_prilusky_como_sera_el_cine_del_futuro?language=en
83,What we're getting wrong in the fight to end hunger,https://www.ted.com/talks/jasmine_crowe_what_we_re_getting_wrong_in_the_fight_to_end_hunger?language=en
84,How we can protect truth in the age of misinformation,https://www.ted.com/talks/sinan_aral_how_we_can_protect_truth_in_the_age_of_misinformation?language=en
85,Your body was forged in the spectacular death of stars,https://www.ted.com/talks/enrico_ramirez_ruiz_your_body_was_forged_in_the_spectacular_death_of_stars?language=en
86,Why lakes and rivers should have the same rights as humans,https://www.ted.com/talks/kelsey_leonard_why_lakes_and_rivers_should_have_the_same_rights_as_humans?language=en
87,A guide to collaborative leadership,https://www.ted.com/talks/lorna_davis_a_guide_to_collaborative_leadership?language=en
88,The paradox of efficiency,https://www.ted.com/talks/edward_tenner_the_paradox_of_efficiency?language=en
89,Why I protest for climate justice,https://www.ted.com/talks/jane_fonda_why_i_protest_for_climate_justice?language=en
90,A video game that helps us understand loneliness,https://www.ted.com/talks/cornelia_geppert_a_video_game_that_helps_us_understand_loneliness?language=en
91,The problem of light pollution — and 5 ridiculously easy ways to fix it,https://www.ted.com/talks/kelsey_johnson_the_problem_of_light_pollution_and_5_ridiculously_easy_ways_to_fix_it?language=en
92,3 ways to be a more effective fundraiser,https://www.ted.com/talks/kara_logan_berlin_3_ways_to_be_a_more_effective_fundraiser?language=en
93,The incredible chemistry powering your smartphone,https://www.ted.com/talks/cathy_mulzer_the_incredible_chemistry_powering_your_smartphone?language=en
94,How you can use impostor syndrome to your benefit,https://www.ted.com/talks/mike_cannon_brookes_how_you_can_use_impostor_syndrome_to_your_benefit?language=en
95,7 beliefs that can silence women — and how to unlearn them,https://www.ted.com/talks/deepa_narayan_7_beliefs_that_can_silence_women_and_how_to_unlearn_them?language=en
96,The search for our solar system's ninth planet,https://www.ted.com/talks/mike_brown_the_search_for_our_solar_system_s_ninth_planet?language=en
97,3 questions we should ask about nuclear weapons,https://www.ted.com/talks/emma_belcher_3_questions_we_should_ask_about_nuclear_weapons?language=en
98,Why it's so hard to make healthy decisions,https://www.ted.com/talks/david_asch_why_it_s_so_hard_to_make_healthy_decisions?language=en
99,Como hablar con otros que piensan distinto,https://www.ted.com/talks/guadalupe_nogues_como_hablar_con_otros_que_piensan_distinto?language=en
100,How to change your behavior for the better,https://www.ted.com/talks/dan_ariely_how_to_change_your_behavior_for_the_better?language=en
101,What's really happening at the US-Mexico border — and how we can do better,https://www.ted.com/talks/erika_pinheiro_what_s_really_happening_at_the_us_mexico_border_and_how_we_can_do_better?language=en
102,"3 ways to lead tough, unavoidable conversations",https://www.ted.com/talks/adar_cohen_3_ways_to_lead_tough_unavoidable_conversations?language=en
103,"In the war for information, will quantum computers defeat cryptographers?",https://www.ted.com/talks/craig_costello_in_the_war_for_information_will_quantum_computers_defeat_cryptographers?language=en
104,Hope and justice for women who've survived ISIS,https://www.ted.com/talks/rabiaa_el_garani_hope_and_justice_for_women_who_ve_survived_isis?language=en
105,"Urban architecture inspired by mountains, clouds and volcanoes",https://www.ted.com/talks/ma_yansong_urban_architecture_inspired_by_mountains_clouds_and_volcanoes?language=en
106,What obligation do social media platforms have to the greater good?,https://www.ted.com/talks/eli_pariser_what_obligation_do_social_media_platforms_have_to_the_greater_good?language=en
107,Our immigration conversation is broken — here's how to have a better one,https://www.ted.com/talks/paul_a_kramer_our_immigration_conversation_is_broken_here_s_how_to_have_a_better_one?language=en
108,What happens to people in solitary confinement,https://www.ted.com/talks/laura_rovner_what_happens_to_people_in_solitary_confinement?language=en
109,The business case for working with your toughest critics,https://www.ted.com/talks/bob_langert_the_business_case_for_working_with_your_toughest_critics?language=en
110,The next software revolution: programming biological cells,https://www.ted.com/talks/sara_jane_dunn_the_next_software_revolution_programming_biological_cells?language=en
111,How changing your story can change your life,https://www.ted.com/talks/lori_gottlieb_how_changing_your_story_can_change_your_life?language=en
112,What vaccinating vampire bats can teach us about pandemics,https://www.ted.com/talks/daniel_streicker_what_vaccinating_vampire_bats_can_teach_us_about_pandemics?language=en
113,Lessons from fungi on markets and economics,https://www.ted.com/talks/toby_kiers_lessons_from_fungi_on_markets_and_economics?language=en
114,"The price of a ""clean"" internet",https://www.ted.com/talks/hans_block_and_moritz_riesewieck_the_price_of_a_clean_internet?language=en
115,Humanity at the intersection of science and archaeology,https://www.ted.com/talks/alisa_kazarina_humanity_at_the_intersection_of_science_and_archaeology?language=en
116,"How to bring affordable, sustainable electricity to Africa",https://www.ted.com/talks/rose_m_mutiso_how_to_bring_affordable_sustainable_electricity_to_africa?language=en
117,How we experience awe — and why it matters,https://www.ted.com/talks/beau_lotto_and_cirque_du_soleil_how_we_experience_awe_and_why_it_matters?language=en
118,How you can help transform the internet into a place of trust,https://www.ted.com/talks/claire_wardle_how_you_can_help_transform_the_internet_into_a_place_of_trust?language=en
119,The pride and power of representation in film,https://www.ted.com/talks/jon_m_chu_the_pride_and_power_of_representation_in_film?language=en
120,How motivation can fix public systems,https://www.ted.com/talks/abhishek_gopalka_how_motivation_can_fix_public_systems?language=en
121,How we're using dogs to sniff out malaria,https://www.ted.com/talks/james_logan_how_we_re_using_dogs_to_sniff_out_malaria?language=en
122,A circular economy for salt that keeps rivers clean,https://www.ted.com/talks/tina_arrowood_a_circular_economy_for_salt_that_keeps_rivers_clean?language=en
123,The psychological impact of child separation at the US-Mexico border,https://www.ted.com/talks/luis_h_zayas_the_psychological_impact_of_child_separation_at_the_us_mexico_border?language=en
124,An app that helps incarcerated people stay connected to their families,https://www.ted.com/talks/marcus_bullock_an_app_that_helps_incarcerated_people_stay_connected_to_their_families?language=en
125,How we can eliminate child sexual abuse material from the internet,https://www.ted.com/talks/julie_cordua_how_we_can_eliminate_child_sexual_abuse_material_from_the_internet?language=en
126,"After billions of years of monotony, the universe is waking up",https://www.ted.com/talks/david_deutsch_after_billions_of_years_of_monotony_the_universe_is_waking_up?language=en
127,Revelations from a lifetime of dance,https://www.ted.com/talks/judith_jamison_and_members_of_the_alvin_ailey_american_dance_theater_revelations_from_a_lifetime_of_dance?language=en
128,How we're using DNA tech to help farmers fight crop diseases,https://www.ted.com/talks/laura_boykin_how_we_re_using_dna_tech_to_help_farmers_fight_crop_diseases?language=en
129,A radical plan to end plastic waste,https://www.ted.com/talks/andrew_forrest_a_radical_plan_to_end_plastic_waste?language=en
130,The transformative power of video games,https://www.ted.com/talks/herman_narula_the_transformative_power_of_video_games?language=en
131,Why language is humanity's greatest invention,https://www.ted.com/talks/david_peterson_why_language_is_humanity_s_greatest_invention?language=en
132,What happens in your brain when you taste food,https://www.ted.com/talks/camilla_arndal_andersen_what_happens_in_your_brain_when_you_taste_food?language=en
133,What the US health care system assumes about you,https://www.ted.com/talks/mitchell_katz_what_the_us_health_care_system_assumes_about_you?language=en
134,How we experience time and memory through art,https://www.ted.com/talks/sarah_sze_how_we_experience_time_and_memory_through_art?language=en
135,Porque le enseño a niños como yo a programar,https://www.ted.com/talks/antonio_garcia_vicente_porque_le_enseno_a_ninos_como_yo_a_programar?language=en
136,A wall won't solve America's border problems,https://www.ted.com/talks/will_hurd_a_wall_won_t_solve_america_s_border_problems?language=en
137,Can seaweed help curb global warming?,https://www.ted.com/talks/tim_flannery_can_seaweed_help_curb_global_warming?language=en
138,We need to track the world's water like we track the weather,https://www.ted.com/talks/sonaar_luthra_we_need_to_track_the_world_s_water_like_we_track_the_weather?language=en
139,A free world needs satire,https://www.ted.com/talks/patrick_chappatte_a_free_world_needs_satire?language=en
140,What streaming means for the future of entertainment,https://www.ted.com/talks/emmett_shear_what_streaming_means_for_the_future_of_entertainment?language=en
141,The dirty secret of capitalism — and a new way forward,https://www.ted.com/talks/nick_hanauer_the_dirty_secret_of_capitalism_and_a_new_way_forward?language=en
142,Community-powered criminal justice reform,https://www.ted.com/talks/raj_jayadev_community_powered_criminal_justice_reform?language=en
143,How deepfakes undermine truth and threaten democracy,https://www.ted.com/talks/danielle_citron_how_deepfakes_undermine_truth_and_threaten_democracy?language=en
144,How your emotions change the shape of your heart,https://www.ted.com/talks/sandeep_jauhar_how_your_emotions_change_the_shape_of_your_heart?language=en
145,"A ""living drug"" that could change the way we treat cancer",https://www.ted.com/talks/carl_june_a_living_drug_that_could_change_the_way_we_treat_cancer?language=en
146,How we can make racism a solvable problem — and improve policing,https://www.ted.com/talks/dr_phillip_atiba_goff_how_we_can_make_racism_a_solvable_problem_and_improve_policing?language=en
147,Why you should be a climate activist,https://www.ted.com/talks/luisa_neubauer_why_you_should_be_a_climate_activist?language=en
148,Inside the bizarre world of internet trolls and propagandists,https://www.ted.com/talks/andrew_marantz_inside_the_bizarre_world_of_internet_trolls_and_propagandists?language=en
149,How porn changes the way teens think about sex,https://www.ted.com/talks/emily_f_rothman_how_porn_changes_the_way_teens_think_about_sex?language=en
150,What happened when we paired up thousands of strangers to talk politics,https://www.ted.com/talks/jochen_wegner_what_happened_when_we_paired_up_thousands_of_strangers_to_talk_politics?language=en
151,A climate change solution that's right under our feet,https://www.ted.com/talks/asmeret_asefaw_berhe_a_climate_change_solution_that_s_right_under_our_feet?language=en
152,How I help people understand vitiligo,https://www.ted.com/talks/lee_thomas_how_i_help_people_understand_vitiligo?language=en
153,Emergency medicine for our climate fever,https://www.ted.com/talks/kelly_wanser_emergency_medicine_for_our_climate_fever?language=en
154,How the West can adapt to a rising Asia,https://www.ted.com/talks/kishore_mahbubani_how_the_west_can_adapt_to_a_rising_asia?language=en
155,What ping-pong taught me about life,https://www.ted.com/talks/pico_iyer_what_ping_pong_taught_me_about_life?language=en
156,The power to think ahead in a reckless age,https://www.ted.com/talks/bina_venkataraman_the_power_to_think_ahead_in_a_reckless_age?language=en
157,"Family, hope and resilience on the migrant trail",https://www.ted.com/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail?language=en
158,How craving attention makes you less creative,https://www.ted.com/talks/joseph_gordon_levitt_how_craving_attention_makes_you_less_creative?language=en
159,The benefits of music education,https://www.ted.com/talks/anita_collins_the_benefits_of_music_education?language=en
160,The human skills we need in an unpredictable world,https://www.ted.com/talks/margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world?language=en
161,Why the world needs sharks,https://www.ted.com/talks/ocean_ramsey_why_the_world_needs_sharks?language=en
162,The new political story that could change everything,https://www.ted.com/talks/george_monbiot_the_new_political_story_that_could_change_everything?language=en
163,"An urgent call to protect the world's ""Third Pole""",https://www.ted.com/talks/tshering_tobgay_an_urgent_call_to_protect_the_world_s_third_pole?language=en
164,The real relationship between your age and your chance of success,https://www.ted.com/talks/albert_laszlo_barabasi_the_real_relationship_between_your_age_and_your_chance_of_success?language=en
165,The architectural wonder of impermanent cities,https://www.ted.com/talks/rahul_mehrotra_the_architectural_wonder_of_impermanent_cities?language=en
166,How a typeface helped launch Apollo,https://www.ted.com/talks/douglas_thomas_how_a_typeface_helped_launch_apollo?language=en
167,"How we can improve maternal healthcare — before, during and after pregnancy",https://www.ted.com/talks/elizabeth_howell_how_we_can_improve_maternal_healthcare_before_during_and_after_pregnancy?language=en
168,"Mentalism, mind reading and the art of getting inside your head",https://www.ted.com/talks/derren_brown_mentalism_mind_reading_and_the_art_of_getting_inside_your_head?language=en
169,The fascinating (and dangerous) places scientists aren't exploring,https://www.ted.com/talks/ella_al_shamahi_the_fascinating_and_dangerous_places_scientists_aren_t_exploring?language=en
170,How film transforms the way we see the world,https://www.ted.com/talks/sharmeen_obaid_chinoy_how_film_transforms_the_way_we_see_the_world?language=en
171,Origami robots that reshape and transform themselves,https://www.ted.com/talks/jamie_paik_origami_robots_that_reshape_and_transform_themselves?language=en
172,The future of psychedelic-assisted psychotherapy,https://www.ted.com/talks/rick_doblin_the_future_of_psychedelic_assisted_psychotherapy?language=en
173,Grief and love in the animal kingdom,https://www.ted.com/talks/barbara_j_king_grief_and_love_in_the_animal_kingdom?language=en
174,A vision for the future of Sierra Leone,https://www.ted.com/talks/julius_maada_bio_a_vision_for_the_future_of_sierra_leone?language=en
175,The living tech we need to support human life on other planets,https://www.ted.com/talks/lynn_rothschild_the_living_tech_we_need_to_support_human_life_on_other_planets?language=en
176,What almost dying taught me about living,https://www.ted.com/talks/suleika_jaouad_what_almost_dying_taught_me_about_living?language=en
177,How synthetic biology could wipe out humanity — and how we can stop it,https://www.ted.com/talks/rob_reid_how_synthetic_biology_could_wipe_out_humanity_and_how_we_can_stop_it?language=en
178,How ocean noise destroys marine ecosystems,https://www.ted.com/talks/steve_simpson_how_ocean_noise_destroys_marine_ecosystems?language=en
179,The political power of being a good neighbor,https://www.ted.com/talks/michael_tubbs_the_political_power_of_being_a_good_neighbor?language=en
180,The true power of a good outfit,https://www.ted.com/talks/lucy_clayton_the_true_power_of_a_good_outfit?language=en
181,Why we get mad — and why it's healthy,https://www.ted.com/talks/ryan_martin_why_we_get_mad_and_why_it_s_healthy?language=en
182,The mysterious microbes living deep inside the earth — and how they could help humanity,https://www.ted.com/talks/karen_lloyd_the_mysterious_microbes_living_deep_inside_the_earth_and_how_they_could_help_humanity?language=en
183,"The most detailed map of galaxies, black holes and stars ever made",https://www.ted.com/talks/juna_kollmeier_the_most_detailed_map_of_galaxies_black_holes_and_stars_ever_made?language=en
184,The lies our culture tells us about what matters — and a better way to live,https://www.ted.com/talks/david_brooks_the_lies_our_culture_tells_us_about_what_matters_and_a_better_way_to_live?language=en
185,"""Everything happens for a reason"" — and other lies I've loved",https://www.ted.com/talks/kate_bowler_everything_happens_for_a_reason_and_other_lies_i_ve_loved?language=en
186,¿Cómo podríamos viajar más rápido que la velocidad de la luz?,https://www.ted.com/talks/miguel_alcubierre_como_podriamos_viajar_mas_rapido_que_la_velocidad_de_la_luz?language=en
187,How artificial light affects our health,https://www.ted.com/talks/dragana_rogulja_how_artificial_light_affects_our_health?language=en
188,"Floating cities, the LEGO House and other architectural forms of the future",https://www.ted.com/talks/bjarke_ingels_floating_cities_the_lego_house_and_other_architectural_forms_of_the_future?language=en
189,The amazing brains and morphing skin of octopuses and other cephalopods,https://www.ted.com/talks/roger_hanlon_the_amazing_brains_and_morphing_skin_of_octopuses_and_other_cephalopods?language=en
190,"How to deconstruct racism, one headline at a time",https://www.ted.com/talks/baratunde_thurston_how_to_deconstruct_racism_one_headline_at_a_time?language=en
191,What prosecutors and incarcerated people can learn from each other,https://www.ted.com/talks/jarrell_daniels_what_prosecutors_and_incarcerated_people_can_learn_from_each_other?language=en
192,My identity is a superpower — not an obstacle,https://www.ted.com/talks/america_ferrera_my_identity_is_a_superpower_not_an_obstacle?language=en
193,What surviving the Columbine shooting taught me about pain,https://www.ted.com/talks/austin_eubanks_what_surviving_the_columbine_shooting_taught_me_about_pain?language=en
194,The anti-CEO playbook,https://www.ted.com/talks/hamdi_ulukaya_the_anti_ceo_playbook?language=en
195,Sloths! The strange life of the world's slowest mammal,https://www.ted.com/talks/lucy_cooke_sloths_the_strange_life_of_the_world_s_slowest_mammal?language=en
196,How to build your confidence — and spark it in others,https://www.ted.com/talks/brittany_packnett_how_to_build_your_confidence_and_spark_it_in_others?language=en
197,The difference between healthy and unhealthy love,https://www.ted.com/talks/katie_hood_the_difference_between_healthy_and_unhealthy_love?language=en
198,What you should know about vaping and e-cigarettes,https://www.ted.com/talks/suchitra_krishnan_sarin_what_you_should_know_about_vaping_and_e_cigarettes?language=en
199,Digital humans that look just like us,https://www.ted.com/talks/doug_roble_digital_humans_that_look_just_like_us?language=en
200,The case for having kids,https://www.ted.com/talks/wajahat_ali_the_case_for_having_kids?language=en
201,The crisis of leadership — and a new way forward,https://www.ted.com/talks/halla_tomasdottir_and_bryn_freedman_the_crisis_of_leadership_and_a_new_way_forward?language=en
202,How to revive your belief in democracy,https://www.ted.com/talks/eric_liu_how_to_revive_your_belief_in_democracy?language=en
203,Everything around you can become a computer,https://www.ted.com/talks/ivan_poupyrev_everything_around_you_can_become_a_computer?language=en
204,Mind-blowing stage sculptures that fuse music and technology,https://www.ted.com/talks/es_devlin_mind_blowing_stage_sculptures_that_fuse_music_and_technology?language=en
205,How supercharged plants could slow climate change,https://www.ted.com/talks/joanne_chory_how_supercharged_plants_could_slow_climate_change?language=en
206,Helping others makes us happier — but it matters how we do it,https://www.ted.com/talks/elizabeth_dunn_helping_others_makes_us_happier_but_it_matters_how_we_do_it?language=en
207,Can we cure genetic diseases by rewriting DNA?,https://www.ted.com/talks/david_r_liu_can_we_cure_genetic_diseases_by_rewriting_dna?language=en
208,Facebook's role in Brexit — and the threat to democracy,https://www.ted.com/talks/carole_cadwalladr_facebook_s_role_in_brexit_and_the_threat_to_democracy?language=en
209,Where in the world is it easiest to get rich?,https://www.ted.com/talks/harald_eia_where_in_the_world_is_it_easiest_to_get_rich?language=en
210,"Empower a girl, transform a community",https://www.ted.com/talks/kakenya_ntaiya_empower_a_girl_transform_a_community?language=en
211,"We don't ""move on"" from grief. We move forward with it",https://www.ted.com/talks/nora_mcinerny_we_don_t_move_on_from_grief_we_move_forward_with_it?language=en
212,Why we need more dogs in hospitals,https://www.ted.com/talks/yuko_morita_why_we_need_more_dogs_in_hospitals?language=en
213,An AI smartwatch that detects seizures,https://www.ted.com/talks/rosalind_picard_an_ai_smartwatch_that_detects_seizures?language=en
