,title,link
83,How to make faster decisions,https://www.ted.com/talks/patrick_mcginnis_how_to_make_faster_decisions?language=en
84,Everything changed when the fire crystal got stolen,https://www.ted.com/talks/alex_gendler_everything_changed_when_the_fire_crystal_got_stolen?language=en
85,Do politics make us irrational?,https://www.ted.com/talks/jay_van_bavel_do_politics_make_us_irrational?language=en
86,"The life, legacy & assassination of an African revolutionary",https://www.ted.com/talks/lisa_janae_bacon_the_life_legacy_assassination_of_an_african_revolutionary?language=en
87,Parasitic worms hold back human progress. Here's how we can end them,https://www.ted.com/talks/ellen_agler_parasitic_worms_hold_back_human_progress_here_s_how_we_can_end_them?language=en
88,"A new type of medicine, custom-made with tiny proteins",https://www.ted.com/talks/christopher_bahl_a_new_type_of_medicine_custom_made_with_tiny_proteins?language=en
89,Licking bees and pulping trees: The reign of a wasp queen,https://www.ted.com/talks/kenny_coogan_licking_bees_and_pulping_trees_the_reign_of_a_wasp_queen?language=en
90,How bones make blood,https://www.ted.com/talks/melody_smith_how_bones_make_blood?language=en
91,Why is cotton in everything?,https://www.ted.com/talks/michael_r_stiff_why_is_cotton_in_everything?language=en
92,What was so special about Viking ships?,https://www.ted.com/talks/jan_bill_what_was_so_special_about_viking_ships?language=en
93,"Mating frenzies, sperm hoards, and brood raids: the life of a fire ant queen",https://www.ted.com/talks/walter_r_tschinkel_mating_frenzies_sperm_hoards_and_brood_raids_the_life_of_a_fire_ant_queen?language=en
94,A swarm of mini drones makes ... magic!,https://www.ted.com/talks/marco_tempest_a_swarm_of_mini_drones_makes_magic?language=en
95,Can you solve the dragon jousting riddle?,https://www.ted.com/talks/alex_gendler_can_you_solve_the_dragon_jousting_riddle?language=en
96,The mysterious life and death of Rasputin,https://www.ted.com/talks/eden_girma_the_mysterious_life_and_death_of_rasputin?language=en
97,Could a breathalyzer detect cancer?,https://www.ted.com/talks/julian_burschka_could_a_breathalyzer_detect_cancer?language=en
98,A brief history of alcohol,https://www.ted.com/talks/rod_phillips_a_brief_history_of_alcohol?language=en
99,The philosophy of cynicism,https://www.ted.com/talks/william_d_desmond_the_philosophy_of_cynicism?language=en
100,"Why should you read ""Dune"" by Frank Herbert?",https://www.ted.com/talks/dan_kwartler_why_should_you_read_dune_by_frank_herbert?language=en
101,"Why should you read ""The Joy Luck Club"" by Amy Tan?",https://www.ted.com/talks/sheila_marie_orfano_why_should_you_read_the_joy_luck_club_by_amy_tan?language=en
102,"Why should you read ""Lord of the Flies"" by William Golding?",https://www.ted.com/talks/jill_dash_why_should_you_read_lord_of_the_flies_by_william_golding?language=en
103,Hacking bacteria to fight cancer,https://www.ted.com/talks/tal_danino_hacking_bacteria_to_fight_cancer?language=en
104,"The Train Heist | Think Like A Coder, Ep 4",https://www.ted.com/talks/alex_rosenthal_the_train_heist_think_like_a_coder_ep_4?language=en
105,How does chemotherapy work?,https://www.ted.com/talks/hyunsoo_joshua_no_how_does_chemotherapy_work?language=en
106,Why doesn't the Leaning Tower of Pisa fall over?,https://www.ted.com/talks/alex_gendler_why_doesn_t_the_leaning_tower_of_pisa_fall_over?language=en
107,How corn conquered the world,https://www.ted.com/talks/chris_a_kniesly_how_corn_conquered_the_world?language=en
108,Can you outsmart this logical fallacy?,https://www.ted.com/talks/alex_gendler_can_you_outsmart_this_logical_fallacy?language=en
109,"History's ""worst"" nun",https://www.ted.com/talks/theresa_a_yugar_history_s_worst_nun?language=en
110,How does laser eye surgery work?,https://www.ted.com/talks/dan_reinstein_how_does_laser_eye_surgery_work?language=en
111,"The Furnace Bots | Think Like A Coder, Ep 3",https://www.ted.com/talks/alex_rosenthal_the_furnace_bots_think_like_a_coder_ep_3?language=en
112,The myth of Loki and the master builder,https://www.ted.com/talks/alex_gendler_the_myth_of_loki_and_the_master_builder?language=en
113,The dangers of mixing drugs,https://www.ted.com/talks/celine_valery_the_dangers_of_mixing_drugs?language=en
114,Why do humans have a third eyelid?,https://www.ted.com/talks/dorsa_amir_why_do_humans_have_a_third_eyelid?language=en
115,Why haven't we cured arthritis?,https://www.ted.com/talks/kaitlyn_sadtler_and_heather_j_faust_why_haven_t_we_cured_arthritis?language=en
116,Game theory challenge: Can you predict human behavior?,https://www.ted.com/talks/lucas_husted_game_theory_challenge_can_you_predict_human_behavior?language=en
117,The Amazon belongs to humanity — let's protect it together,https://www.ted.com/talks/tashka_and_laura_yawanawa_the_amazon_belongs_to_humanity_let_s_protect_it_together?language=en
118,The Taino myth of the cursed creator,https://www.ted.com/talks/bill_keegan_the_taino_myth_of_the_cursed_creator?language=en
119,Are the Illuminati real?,https://www.ted.com/talks/chip_berlet_are_the_illuminati_real?language=en
120,Why do Americans vote on Tuesdays?,https://www.ted.com/talks/jacob_soboroff_why_do_americans_vote_on_tuesdays?language=en
121,The medical potential of AI and metabolites,https://www.ted.com/talks/leila_pirhaji_the_medical_potential_of_ai_and_metabolites?language=en
122,Claws vs. nails,https://www.ted.com/talks/matthew_borths_claws_vs_nails?language=en
123,How close are we to uploading our minds?,https://www.ted.com/talks/michael_s_a_graziano_how_close_are_we_to_uploading_our_minds?language=en
124,What I learned from digging under New York City's streets,https://www.ted.com/talks/alyssa_loorya_what_i_learned_from_digging_under_new_york_city_s_streets?language=en
125,"The Greek myth of Talos, the first robot",https://www.ted.com/talks/adrienne_mayor_the_greek_myth_of_talos_the_first_robot?language=en
126,The link between fishing cats and mangrove forest conservation,https://www.ted.com/talks/ashwin_naidu_the_link_between_fishing_cats_and_mangrove_forest_conservation?language=en
127,Hawking's black hole paradox explained,https://www.ted.com/talks/fabio_pacucci_hawking_s_black_hole_paradox_explained?language=en
128,The Maya myth of the morning star,https://www.ted.com/talks/ted_ed_the_maya_myth_of_the_morning_star?language=en
129,How to 3D print human tissue,https://www.ted.com/talks/taneka_jones_how_to_3d_print_human_tissue?language=en
130,What causes an economic recession?,https://www.ted.com/talks/richard_coffin_what_causes_an_economic_recession?language=en
131,"The Resistance | Think Like A Coder, Ep 2",https://www.ted.com/talks/alex_rosenthal_the_resistance_think_like_a_coder_ep_2?language=en
132,"Why should you read Dante's ""Divine Comedy""?",https://www.ted.com/talks/sheila_marie_orfano_why_should_you_read_dante_s_divine_comedy?language=en
133,Are we living in a simulation?,https://www.ted.com/talks/zohreh_davoudi_are_we_living_in_a_simulation?language=en
134,How we're helping local reporters turn important stories into national news,https://www.ted.com/talks/gangadhar_patil_how_we_re_helping_local_reporters_turn_important_stories_into_national_news?language=en
135,The first and last king of Haiti,https://www.ted.com/talks/marlene_daut_the_first_and_last_king_of_haiti?language=en
136,"""For Estefani, Third Grade, Who Made Me A Card""",https://www.ted.com/talks/aracelis_girmay_for_estefani_third_grade_who_made_me_a_card?language=en
137,Ugly history: Japanese American incarceration camps,https://www.ted.com/talks/densho_ugly_history_japanese_american_incarceration_camps?language=en
138,How community-led conservation can save wildlife,https://www.ted.com/talks/moreangels_mbizah_how_community_led_conservation_can_save_wildlife?language=en
139,"Why should you read ""The God of Small Things"" by Arundhati Roy?",https://www.ted.com/talks/laura_wright_why_should_you_read_the_god_of_small_things_by_arundhati_roy?language=en
140,The myth of the Sampo— an infinite source of fortune and greed,https://www.ted.com/talks/hanna_ilona_harmavaara_the_myth_of_the_sampo_an_infinite_source_of_fortune_and_greed?language=en
141,How we use astrophysics to study earthbound problems,https://www.ted.com/talks/federica_bianco_how_we_use_astrophysics_to_study_earthbound_problems?language=en
142,A day in the life of a Celtic Druid,https://www.ted.com/talks/philip_freeman_a_day_in_the_life_of_a_celtic_druid?language=en
143,Can you solve the secret sauce riddle?,https://www.ted.com/talks/alex_gendler_can_you_solve_the_secret_sauce_riddle?language=en
144,A brief history of chess,https://www.ted.com/talks/alex_gendler_a_brief_history_of_chess?language=en
145,"Why should you read ""Midnight's Children""?",https://www.ted.com/talks/iseult_gillespie_why_should_you_read_midnight_s_children?language=en
146,"""Ode to the Only Black Kid in the Class""",https://www.ted.com/talks/clint_smith_ode_to_the_only_black_kid_in_the_class?language=en
147,The dust bunnies that built our planet,https://www.ted.com/talks/lorin_swint_matthews_the_dust_bunnies_that_built_our_planet?language=en
148,The secret student resistance to Hitler,https://www.ted.com/talks/iseult_gillespie_the_secret_student_resistance_to_hitler?language=en
149,The rise and fall of the Mongol Empire,https://www.ted.com/talks/anne_f_broadbridge_the_rise_and_fall_of_the_mongol_empire?language=en
150,The myth of Jason and the Argonauts,https://www.ted.com/talks/iseult_gillespie_the_myth_of_jason_and_the_argonauts?language=en
151,The mysterious origins of life on Earth,https://www.ted.com/talks/luka_seamus_wright_the_mysterious_origins_of_life_on_earth?language=en
152,A day in the life of a Cossack warrior,https://www.ted.com/talks/alex_gendler_a_day_in_the_life_of_a_cossack_warrior?language=en
153,"Why should you read ""Kafka on the Shore""?",https://www.ted.com/talks/iseult_gillespie_why_should_you_read_kafka_on_the_shore?language=en
154,Can you solve the multiverse rescue mission riddle?,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_multiverse_rescue_mission_riddle?language=en
155,The high-stakes race to make quantum computers work,https://www.ted.com/talks/chiara_decaroli_the_high_stakes_race_to_make_quantum_computers_work?language=en
156,How do viruses jump from animals to humans?,https://www.ted.com/talks/ben_longdon_how_do_viruses_jump_from_animals_to_humans?language=en
157,From pacifist to spy: WWII's surprising secret agent,https://www.ted.com/talks/shrabani_basu_from_pacifist_to_spy_wwii_s_surprising_secret_agent?language=en
158,How turtle shells evolved... twice,https://www.ted.com/talks/judy_cebra_thomas_how_turtle_shells_evolved_twice?language=en
159,The murder of ancient Alexandria's greatest scholar,https://www.ted.com/talks/soraya_field_fiorio_the_murder_of_ancient_alexandria_s_greatest_scholar?language=en
160,What it was like to grow up under China's one-child policy,https://www.ted.com/talks/nanfu_wang_what_it_was_like_to_grow_up_under_china_s_one_child_policy?language=en
161,How policewomen make communities safer,https://www.ted.com/talks/ivonne_roman_how_policewomen_make_communities_safer?language=en
162,A brief history of cannibalism,https://www.ted.com/talks/bill_schutt_a_brief_history_of_cannibalism?language=en
163,Romance and revolution: the poetry of Pablo Neruda,https://www.ted.com/talks/ilan_stavans_romance_and_revolution_the_poetry_of_pablo_neruda?language=en
164,Ancient Rome's most notorious doctor,https://www.ted.com/talks/ramon_glazov_ancient_rome_s_most_notorious_doctor?language=en
165,Can you solve the dark matter fuel riddle?,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_dark_matter_fuel_riddle?language=en
166,Infinity according to Jorge Luis Borges,https://www.ted.com/talks/ilan_stavans_infinity_according_to_jorge_luis_borges?language=en
167,What is HPV and how can you protect yourself from it?,https://www.ted.com/talks/emma_bryce_what_is_hpv_and_how_can_you_protect_yourself_from_it?language=en
168,"""New Colossus""",https://www.ted.com/talks/emma_lazarus_new_colossus?language=en
169,The world's first crowdsourced space traffic monitoring system,https://www.ted.com/talks/moriba_jah_the_world_s_first_crowdsourced_space_traffic_monitoring_system?language=en
170,The secret language of trees,https://www.ted.com/talks/camille_defrenne_and_suzanne_simard_the_secret_language_of_trees?language=en
171,What makes TB the world's most infectious killer?,https://www.ted.com/talks/melvin_sanicas_what_makes_tb_the_world_s_most_infectious_killer?language=en
172,"Why should you read ""Hamlet""?",https://www.ted.com/talks/iseult_gillespie_why_should_you_read_hamlet?language=en
173,How Romans flooded the Colosseum for sea battles,https://www.ted.com/talks/janelle_peters_how_romans_flooded_the_colosseum_for_sea_battles?language=en
174,Architectural secrets of the world's ancient wonders,https://www.ted.com/talks/brandon_clifford_architectural_secrets_of_the_world_s_ancient_wonders?language=en
175,"""A Bird Made of Birds""",https://www.ted.com/talks/sarah_kay_a_bird_made_of_birds?language=en
176,There may be extraterrestrial life in our solar system,https://www.ted.com/talks/augusto_carballido_there_may_be_extraterrestrial_life_in_our_solar_system?language=en
177,How do crystals work?,https://www.ted.com/talks/graham_baird_how_do_crystals_work?language=en
178,Underwater farms vs. climate change,https://www.ted.com/talks/ayana_elizabeth_johnson_and_megan_davis_underwater_farms_vs_climate_change?language=en
179,Your body vs. implants,https://www.ted.com/talks/kaitlyn_sadtler_your_body_vs_implants?language=en
180,"""The Road Not Taken""",https://www.ted.com/talks/robert_frost_the_road_not_taken?language=en
181,Ugly History: Witch Hunts,https://www.ted.com/talks/brian_a_pavlac_ugly_history_witch_hunts?language=en
182,How close are we to eradicating HIV?,https://www.ted.com/talks/philip_a_chan_how_close_are_we_to_eradicating_hiv?language=en
183,"""Three Months After""",https://www.ted.com/talks/cristin_o_keefe_aptowicz_three_months_after?language=en
184,An ingenious proposal for scaling up marine protection,https://www.ted.com/talks/the_nature_conservancy_an_ingenious_proposal_for_scaling_up_marine_protection?language=en
185,This one weird trick will help you spot clickbait,https://www.ted.com/talks/jeff_leek_and_lucy_mcgowan_this_one_weird_trick_will_help_you_spot_clickbait?language=en
186,"""All the World's a Stage""",https://www.ted.com/talks/william_shakespeare_all_the_world_s_a_stage?language=en
187,How light technology is changing medicine,https://www.ted.com/talks/sajan_saini_how_light_technology_is_changing_medicine?language=en
188,The Opposites Game,https://www.ted.com/talks/brendan_constantine_the_opposites_game?language=en
189,"""The Second Coming""",https://www.ted.com/talks/william_butler_yeats_the_second_coming?language=en
190,"""The Nutritionist""",https://www.ted.com/talks/andrea_gibson_the_nutritionist?language=en
191,"Why should you read ""The Master and Margarita""?",https://www.ted.com/talks/alex_gendler_why_should_you_read_the_master_and_margarita?language=en
192,The lovable (and lethal) sea lion,https://www.ted.com/talks/claire_simeone_the_lovable_and_lethal_sea_lion?language=en
193,"""To Make Use of Water""",https://www.ted.com/talks/safia_elhillo_to_make_use_of_water?language=en
194,The Chinese myth of the white snake and the meddling monk,https://www.ted.com/talks/shunan_teng_the_chinese_myth_of_the_white_snake_and_the_meddling_monk?language=en
195,The next global agricultural revolution,https://www.ted.com/talks/bruce_friedrich_the_next_global_agricultural_revolution?language=en
196,Can you spot the problem with these headlines? (Level 1),https://www.ted.com/talks/jeff_leek_and_lucy_mcgowan_can_you_spot_the_problem_with_these_headlines_level_1?language=en
197,The mysterious science of pain,https://www.ted.com/talks/joshua_w_pate_the_mysterious_science_of_pain?language=en
198,Can a black hole be destroyed?,https://www.ted.com/talks/fabio_pacucci_can_a_black_hole_be_destroyed?language=en
199,"Why should you read ""Crime and Punishment""?",https://www.ted.com/talks/alex_gendler_why_should_you_read_crime_and_punishment?language=en
200,"How do self-driving cars ""see""?",https://www.ted.com/talks/sajan_saini_how_do_self_driving_cars_see?language=en
201,The Aztec myth of the unlikeliest sun god,https://www.ted.com/talks/kay_almere_read_the_aztec_myth_of_the_unlikeliest_sun_god?language=en
202,The Chinese myth of the immortal white snake,https://www.ted.com/talks/shunan_teng_the_chinese_myth_of_the_immortal_white_snake?language=en
203,How this disease changes the shape of your cells,https://www.ted.com/talks/amber_m_yates_how_this_disease_changes_the_shape_of_your_cells?language=en
204,"""Accents""",https://www.ted.com/talks/denice_frohman_accents?language=en
205,Why is this painting so shocking?,https://www.ted.com/talks/iseult_gillespie_why_is_this_painting_so_shocking?language=en
206,How does the stock market work?,https://www.ted.com/talks/oliver_elfenbaum_how_does_the_stock_market_work?language=en
207,Can you solve the cuddly duddly fuddly wuddly riddle?,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_cuddly_duddly_fuddly_wuddly_riddle?language=en
208,Titan of terror: the dark imagination of H.P. Lovecraft,https://www.ted.com/talks/silvia_moreno_garcia_titan_of_terror_the_dark_imagination_of_h_p_lovecraft?language=en
209,The hidden network that makes the internet possible,https://www.ted.com/talks/sajan_saini_the_hidden_network_that_makes_the_internet_possible?language=en
210,The surprising reason our muscles get tired,https://www.ted.com/talks/christian_moro_the_surprising_reason_our_muscles_get_tired?language=en
211,What is a butt tuba and why is it in medieval art?,https://www.ted.com/talks/michelle_brown_what_is_a_butt_tuba_and_why_is_it_in_medieval_art?language=en
212,Turbulence: one of the great unsolved mysteries of physics,https://www.ted.com/talks/tomas_chor_turbulence_one_of_the_great_unsolved_mysteries_of_physics?language=en
213,A personal air-quality tracker that lets you know what you're breathing,https://www.ted.com/talks/romain_lacombe_a_personal_air_quality_tracker_that_lets_you_know_what_you_re_breathing?language=en
214,The wild world of carnivorous plants,https://www.ted.com/talks/kenny_coogan_the_wild_world_of_carnivorous_plants?language=en
215,Why are earthquakes so hard to predict?,https://www.ted.com/talks/jean_baptiste_p_koehl_why_are_earthquakes_so_hard_to_predict?language=en
216,How to grow a glacier,https://www.ted.com/talks/m_jackson_how_to_grow_a_glacier?language=en
217,How to spot a pyramid scheme,https://www.ted.com/talks/stacie_bosley_how_to_spot_a_pyramid_scheme?language=en
218,"""First Kiss""",https://www.ted.com/talks/tim_seibles_first_kiss?language=en
219,Frida Kahlo: The woman behind the legend,https://www.ted.com/talks/iseult_gillespie_frida_kahlo_the_woman_behind_the_legend?language=en
220,A brief history of dogs,https://www.ted.com/talks/david_ian_howe_a_brief_history_of_dogs?language=en
221,A new class of drug that could prevent depression and PTSD,https://www.ted.com/talks/rebecca_brachman_a_new_class_of_drug_that_could_prevent_depression_and_ptsd?language=en
222,"What ""Machiavellian"" really means",https://www.ted.com/talks/pazit_cahlon_and_alex_gendler_what_machiavellian_really_means?language=en
223,The wicked wit of Jane Austen,https://www.ted.com/talks/iseult_gillespie_the_wicked_wit_of_jane_austen?language=en
224,Why do hospitals have particle accelerators?,https://www.ted.com/talks/pedro_brugarolas_why_do_hospitals_have_particle_accelerators?language=en
225,Can you solve the unstoppable blob riddle?,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_unstoppable_blob_riddle?language=en
226,How tall can a tree grow?,https://www.ted.com/talks/valentin_hammoudi_how_tall_can_a_tree_grow?language=en
227,Harvey Milk's radical vision of equality,https://www.ted.com/talks/lillian_faderman_harvey_milk_s_radical_vision_of_equality?language=en
228,The physics of surfing,https://www.ted.com/talks/nick_pizzo_the_physics_of_surfing?language=en
